vertices_num,total_weight,solution_size,execution_time,num_operations,dynamic_configurations,base_threshold,refine_threshold,percentage_max_num_edges
13,252,5,0.0021626949310302734,1107,1000,0.125,0.25,0.125
13,608,14,0.004319190979003906,2237,2000,0.125,0.25,0.25
13,476,8,0.008315563201904297,4171,3900,0.125,0.25,0.5
13,684,11,0.012244939804077148,6469,5900,0.125,0.25,0.75
14,480,8,0.0025756359100341797,1347,1200,0.125,0.25,0.125
14,287,6,0.004875898361206055,2537,2300,0.125,0.25,0.25
14,664,11,0.010171651840209961,5025,4600,0.125,0.25,0.5
14,500,11,0.014477014541625977,7463,6900,0.125,0.25,0.75
15,388,11,0.0029332637786865234,1567,1400,0.125,0.25,0.125
15,554,11,0.005692720413208008,3023,2700,0.125,0.25,0.25
15,765,15,0.011121988296508789,6049,5300,0.125,0.25,0.5
15,582,12,0.01639080047607422,8719,7900,0.125,0.25,0.75
16,445,9,0.003086090087890625,1609,1500,0.125,0.25,0.125
16,936,17,0.006151676177978516,3299,3000,0.125,0.25,0.25
16,801,12,0.011972188949584961,6463,6000,0.125,0.25,0.5
16,691,13,0.018825292587280273,10262,9000,0.125,0.25,0.75
17,430,13,0.003651142120361328,1919,1700,0.125,0.25,0.125
17,766,18,0.007344722747802734,3871,3400,0.125,0.25,0.25
17,457,11,0.014071226119995117,7548,6800,0.125,0.25,0.5
17,674,14,0.02051854133605957,11213,10200,0.125,0.25,0.75
18,683,11,0.0048906803131103516,2168,2000,0.125,0.25,0.125
18,646,12,0.008207321166992188,4195,3900,0.125,0.25,0.25
18,473,9,0.016088485717773438,8444,7700,0.125,0.25,0.5
18,1000,21,0.023524999618530273,13087,11500,0.125,0.25,0.75
19,554,14,0.004688262939453125,2443,2200,0.125,0.25,0.125
19,383,9,0.009098291397094727,4884,4300,0.125,0.25,0.25
19,569,12,0.017879486083984375,9337,8600,0.125,0.25,0.5
19,1083,23,0.026911258697509766,14530,12900,0.125,0.25,0.75
20,776,15,0.0049016475677490234,2674,2400,0.125,0.25,0.125
20,788,19,0.00996255874633789,5322,4800,0.125,0.25,0.25
20,1004,16,0.020298242568969727,10374,9500,0.125,0.25,0.5
20,1360,21,0.030269145965576172,16668,14300,0.125,0.25,0.75
21,342,11,0.0058019161224365234,3136,2700,0.125,0.25,0.125
21,991,18,0.010830879211425781,5797,5300,0.125,0.25,0.25
21,845,16,0.021454572677612305,11546,10500,0.125,0.25,0.5
21,1414,28,0.03349137306213379,18416,15800,0.125,0.25,0.75
22,1237,21,0.0060749053955078125,3194,2900,0.125,0.25,0.125
22,799,17,0.01220560073852539,6504,5800,0.125,0.25,0.25
22,1112,23,0.02661275863647461,12821,11600,0.125,0.25,0.5
22,1080,22,0.035881996154785156,19164,17400,0.125,0.25,0.75
23,843,18,0.009064674377441406,3555,3200,0.125,0.25,0.125
23,1067,19,0.015811443328857422,7099,6400,0.125,0.25,0.25
23,997,19,0.03214526176452637,14609,12700,0.125,0.25,0.5
23,1363,30,0.04166460037231445,21344,19000,0.125,0.25,0.75
24,730,18,0.0073816776275634766,3923,3500,0.125,0.25,0.125
24,1103,22,0.014542579650878906,7980,6900,0.125,0.25,0.25
24,1173,24,0.028604507446289062,15575,13800,0.125,0.25,0.5
24,1124,26,0.04277539253234863,23820,20700,0.125,0.25,0.75
25,955,19,0.008890867233276367,4453,3800,0.125,0.25,0.125
25,1285,23,0.016410350799560547,8579,7500,0.125,0.25,0.25
25,1062,24,0.033150672912597656,17561,15000,0.125,0.25,0.5
25,1043,27,0.046729326248168945,26660,22500,0.125,0.25,0.75
26,1270,22,0.008472442626953125,4628,4100,0.125,0.25,0.125
26,1896,41,0.01809549331665039,10282,8200,0.125,0.25,0.25
26,1168,21,0.03618454933166504,18201,16300,0.125,0.25,0.5
26,1816,31,0.04955697059631348,27443,24400,0.125,0.25,0.75
27,1148,20,0.008983373641967773,4781,4400,0.125,0.25,0.125
27,1250,26,0.0184023380279541,9918,8800,0.125,0.25,0.25
27,1218,28,0.03629708290100098,19963,17600,0.125,0.25,0.5
27,1789,34,0.05632638931274414,29773,26400,0.125,0.25,0.75
28,868,19,0.009998083114624023,5410,4800,0.125,0.25,0.125
28,1063,21,0.019414663314819336,10819,9500,0.125,0.25,0.25
28,1455,27,0.03958272933959961,21401,18900,0.125,0.25,0.5
28,1969,37,0.05998659133911133,32820,28400,0.125,0.25,0.75
29,1829,30,0.010769844055175781,5919,5100,0.125,0.25,0.125
29,1783,32,0.02129673957824707,11138,10200,0.125,0.25,0.25
29,1587,36,0.041045188903808594,22369,20300,0.125,0.25,0.5
29,1671,31,0.06308531761169434,33874,30500,0.125,0.25,0.75
30,997,20,0.011720418930053711,6427,5500,0.125,0.25,0.125
30,934,22,0.022345542907714844,12089,10900,0.125,0.25,0.25
30,1776,36,0.04554319381713867,24724,21800,0.125,0.25,0.5
30,1836,41,0.07085680961608887,38945,32700,0.125,0.25,0.75
31,1237,22,0.012387990951538086,6785,5900,0.125,0.25,0.125
31,1454,33,0.024216651916503906,13195,11700,0.125,0.25,0.25
31,1743,34,0.04763460159301758,25263,23300,0.125,0.25,0.5
31,1540,32,0.07232952117919922,39337,34900,0.125,0.25,0.75
32,1245,26,0.012935876846313477,6866,6200,0.125,0.25,0.125
32,1379,30,0.026016950607299805,13858,12400,0.125,0.25,0.25
32,1289,28,0.05220198631286621,28696,24800,0.125,0.25,0.5
32,1930,42,0.08103466033935547,44610,37200,0.125,0.25,0.75
33,1582,30,0.014610052108764648,7542,6600,0.125,0.25,0.125
33,1716,33,0.028650522232055664,14775,13200,0.125,0.25,0.25
33,1979,40,0.05843710899353027,30510,26400,0.125,0.25,0.5
33,2017,42,0.08467674255371094,44327,39600,0.125,0.25,0.75
34,1222,26,0.01595282554626465,8481,7100,0.125,0.25,0.125
34,1966,40,0.03101038932800293,15848,14100,0.125,0.25,0.25
34,2569,51,0.06371498107910156,32643,28100,0.125,0.25,0.5
34,1893,39,0.09177684783935547,51993,42100,0.125,0.25,0.75
35,1789,34,0.01638507843017578,9100,7500,0.125,0.25,0.125
35,1304,27,0.030873537063598633,15944,14900,0.125,0.25,0.25
35,2053,39,0.06321835517883301,34075,29800,0.125,0.25,0.5
35,1765,38,0.10456323623657227,53763,44700,0.125,0.25,0.75
36,1680,34,0.01696920394897461,9224,7900,0.125,0.25,0.125
36,2041,43,0.03299903869628906,17472,15800,0.125,0.25,0.25
36,2261,41,0.06906652450561523,36881,31500,0.125,0.25,0.5
36,2047,42,0.10248208045959473,58189,47300,0.125,0.25,0.75
37,1477,38,0.02303767204284668,9306,8400,0.125,0.25,0.125
37,2213,48,0.04021620750427246,19617,16700,0.125,0.25,0.25
37,1981,45,0.08640646934509277,38223,33300,0.125,0.25,0.5
37,1929,40,0.11373758316040039,60571,50000,0.125,0.25,0.75
38,1259,30,0.018599510192871094,9734,8800,0.125,0.25,0.125
38,2145,48,0.04927420616149902,20236,17600,0.125,0.25,0.25
38,1999,36,0.0790870189666748,42219,35200,0.125,0.25,0.5
38,1973,39,0.11810302734375,63393,52800,0.125,0.25,0.75
39,1639,33,0.02019023895263672,10416,9300,0.125,0.25,0.125
39,1797,40,0.038704872131347656,20971,18600,0.125,0.25,0.25
39,3048,54,0.07914209365844727,43414,37100,0.125,0.25,0.5
39,1820,38,0.12219953536987305,63830,55600,0.125,0.25,0.75
40,1307,26,0.021232128143310547,10568,9800,0.125,0.25,0.125
40,1713,41,0.04215073585510254,22811,19500,0.125,0.25,0.25
40,2390,48,0.0868680477142334,47423,39000,0.125,0.25,0.5
40,2287,47,0.12726354598999023,67521,58500,0.125,0.25,0.75
41,2515,51,0.022806406021118164,12502,10300,0.125,0.25,0.125
41,2193,48,0.04441499710083008,24138,20500,0.125,0.25,0.25
41,2477,48,0.08704447746276855,47178,41000,0.125,0.25,0.5
41,2641,53,0.13744091987609863,75130,61500,0.125,0.25,0.75
42,1955,35,0.02183222770690918,11766,10800,0.125,0.25,0.125
42,2003,41,0.04436969757080078,23754,21600,0.125,0.25,0.25
42,2396,52,0.09176421165466309,50137,43100,0.125,0.25,0.5
42,2409,50,0.13721013069152832,74688,64600,0.125,0.25,0.75
43,1658,34,0.024582862854003906,13262,11300,0.125,0.25,0.125
43,2679,56,0.04769301414489746,25663,22600,0.125,0.25,0.25
43,2727,50,0.09859633445739746,52508,45200,0.125,0.25,0.5
43,2565,51,0.15256428718566895,83616,67800,0.125,0.25,0.75
44,1900,39,0.02528858184814453,13674,11900,0.125,0.25,0.125
44,2561,50,0.05070066452026367,27579,23700,0.125,0.25,0.25
44,2963,58,0.0998375415802002,53116,47300,0.125,0.25,0.5
44,2311,50,0.15196442604064941,84034,71000,0.125,0.25,0.75
45,1223,31,0.025622129440307617,13634,12400,0.125,0.25,0.125
45,2810,54,0.05254626274108887,28380,24800,0.125,0.25,0.25
45,3217,58,0.10965514183044434,58083,49500,0.125,0.25,0.5
45,3757,78,0.16891884803771973,93470,74300,0.125,0.25,0.75
46,2536,48,0.028874635696411133,15300,13000,0.125,0.25,0.125
46,2288,45,0.05716514587402344,30516,25900,0.125,0.25,0.25
46,2370,46,0.10960125923156738,56806,51800,0.125,0.25,0.5
46,2396,52,0.1795182228088379,99986,77700,0.125,0.25,0.75
47,2839,53,0.02937173843383789,15499,13600,0.125,0.25,0.125
47,2538,49,0.05827903747558594,31256,27100,0.125,0.25,0.25
47,2801,59,0.1154625415802002,62146,54100,0.125,0.25,0.5
47,3015,61,0.1775343418121338,96695,81100,0.125,0.25,0.75
48,2020,38,0.033133506774902344,18204,14100,0.125,0.25,0.125
48,1955,41,0.060263872146606445,31723,28200,0.125,0.25,0.25
48,2454,48,0.12047219276428223,64234,56400,0.125,0.25,0.5
48,2495,54,0.1942882537841797,109601,84600,0.125,0.25,0.75
49,2580,52,0.03351283073425293,18237,14700,0.125,0.25,0.125
49,2099,51,0.06404352188110352,34444,29400,0.125,0.25,0.25
49,3523,67,0.12945961952209473,71916,58800,0.125,0.25,0.5
49,3453,75,0.21763134002685547,119933,88200,0.125,0.25,0.75
50,1967,44,0.033217668533325195,17434,15400,0.125,0.25,0.125
50,2559,45,0.06433415412902832,33836,30700,0.125,0.25,0.25
50,2104,41,0.13436341285705566,70736,61300,0.125,0.25,0.5
50,3582,77,0.21994543075561523,123524,91900,0.125,0.25,0.75
