vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_configurations,base_threshold,refine_threshold
24,0.125,387,13,0.019491910934448242,409,10000,0.25,0.35
24,0.25,1188,22,0.020081281661987305,880,10000,0.25,0.35
24,0.5,1059,23,0.021076440811157227,2534,10000,0.25,0.35
24,0.75,1205,23,0.021096229553222656,3139,10000,0.25,0.35
25,0.125,664,12,0.0197145938873291,587,10000,0.25,0.35
25,0.25,1505,26,0.020342111587524414,1840,10000,0.25,0.35
25,0.5,1370,24,0.021311044692993164,2337,10000,0.25,0.35
25,0.75,1131,25,0.023265600204467773,5223,10000,0.25,0.35
26,0.125,837,17,0.020115375518798828,654,10000,0.25,0.35
26,0.25,1449,25,0.020618677139282227,1524,10000,0.25,0.35
26,0.5,1024,25,0.0212249755859375,2035,10000,0.25,0.35
26,0.75,1391,31,0.022549152374267578,4332,10000,0.25,0.35
27,0.125,775,16,0.020144224166870117,924,10000,0.25,0.35
27,0.25,1396,28,0.020726442337036133,1280,10000,0.25,0.35
27,0.5,1325,28,0.022130250930786133,3073,10000,0.25,0.35
27,0.75,1378,33,0.02251887321472168,3831,10000,0.25,0.35
28,0.125,1055,25,0.019537925720214844,808,10000,0.25,0.35
28,0.25,1229,25,0.021019697189331055,2274,10000,0.25,0.35
28,0.5,978,22,0.021993398666381836,4062,10000,0.25,0.35
28,0.75,1293,26,0.022205352783203125,3640,10000,0.25,0.35
29,0.125,1308,23,0.020164012908935547,1075,10000,0.25,0.35
29,0.25,1213,20,0.020664215087890625,1722,10000,0.25,0.35
29,0.5,1943,40,0.021587133407592773,2990,10000,0.25,0.35
29,0.75,1195,26,0.02188396453857422,3165,10000,0.25,0.35
30,0.125,1175,23,0.019729137420654297,822,10000,0.25,0.35
30,0.25,1623,31,0.0204312801361084,1607,10000,0.25,0.35
30,0.5,1883,36,0.021485090255737305,3187,10000,0.25,0.35
30,0.75,1809,39,0.026103973388671875,8183,10000,0.25,0.35
